title,event_url,image_url,status,production_type,date_time,origin,market_presence,age_of_production
The Lighthouse Series: Group A,https://ci.ovationtix.com/35583/production/1158584,https://web.ovationtix.com/trs/api/rest/ClientFile(480435),upcoming,N/A,7 July 2025 - 7:00 pm,N/A,N/A,N/A
The Lighthouse Series: Group A,https://ci.ovationtix.com/35583/production/1158584,https://web.ovationtix.com/trs/api/rest/ClientFile(480435),upcoming,N/A,9 July 2025 - 7:00 pm,N/A,N/A,N/A
The Lighthouse Series: Group A,https://ci.ovationtix.com/35583/production/1158584,https://web.ovationtix.com/trs/api/rest/ClientFile(480435),upcoming,N/A,10 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,9 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,10 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,11 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,12 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,13 July 2025 - 5:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,15 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,16 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,17 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,18 July 2025 - 7:00 pm,N/A,N/A,N/A
Pete and Me,https://ci.ovationtix.com/35583/production/1237116,https://web.ovationtix.com/trs/api/rest/ClientFile(569892),upcoming,N/A,20 July 2025 - 5:00 pm,N/A,N/A,N/A
